match_id,frame,timestamp_s,track_id,name,team,pitch_x,pitch_y,speed_ms,speed_kmh,acceleration,bbox_x1,bbox_y1,bbox_x2,bbox_y2
match_002,17,0.017,10,player,,76.943,12.024,11.431,41.15,201.291,1167,333,1188,376
match_002,17,0.017,13,player,,54.943,7.635,12.353,44.471,264.845,839,333,859,369
match_002,17,0.017,14,player,,28.928,22.406,18.092,65.132,65.548,417,365,442,409
match_002,17,0.017,15,player,,60.37,12.878,10.821,38.957,-2.245,923,341,946,380
match_002,17,0.017,16,player,,79.881,14.767,21.434,77.163,453.242,1223,340,1242,382
match_002,17,0.017,17,player,,65.23,13.564,11.371,40.935,201.067,997,341,1020,381
match_002,17,0.017,18,player,,39.624,17.865,10.07,36.252,172.113,602,357,629,395
match_002,17,0.017,20,player,,57.39,7.769,13.02,46.873,13.164,872,330,897,369
match_002,17,0.017,22,player,,70.012,0.384,7.471,26.897,-46.738,1037,312,1054,353
match_002,17,0.017,11,player,,58.297,1.33,26.488,95.357,0.0,882,318,899,356
match_002,17,0.017,9,player,,65.758,6.796,58.288,209.837,1108.353,993,337,1010,366
match_002,18,0.018,1,player,,55.929,30.465,7.507,27.025,187.676,875,386,899,430
match_002,18,0.018,2,player,,38.624,40.065,6.212,22.362,124.46,535,423,564,470
match_002,18,0.018,3,player,,46.736,12.149,3.358,12.087,-193.524,718,342,742,380
match_002,18,0.018,4,player,,53.586,24.339,8.618,31.024,178.208,830,370,851,411
match_002,18,0.018,5,player,,75.429,27.419,1.437,5.173,-166.271,1208,371,1232,417
match_002,18,0.018,7,player,,29.093,5.748,3.562,12.823,44.523,473,330,493,368
match_002,18,0.018,8,player,,30.399,25.163,12.528,45.099,24.742,432,374,457,417
match_002,18,0.018,10,player,,76.851,12.896,21.916,78.897,262.126,1169,334,1190,378
match_002,18,0.018,13,player,,55.083,7.643,3.503,12.61,-221.255,841,334,861,369
match_002,18,0.018,14,player,,29.383,21.733,20.303,73.089,55.256,427,364,451,407
match_002,18,0.018,15,player,,60.459,13.31,11.031,39.712,5.242,925,342,947,381
match_002,18,0.018,16,player,,80.012,14.774,3.277,11.799,-453.917,1225,341,1244,382
match_002,18,0.018,17,player,,65.43,13.998,11.951,43.025,14.517,1002,341,1023,382
match_002,18,0.018,18,player,,39.751,17.872,3.173,11.423,-172.428,604,357,631,395
match_002,18,0.018,20,player,,57.254,8.696,23.426,84.332,260.137,872,333,894,371
match_002,18,0.018,22,player,,70.46,0.409,11.205,40.339,93.347,1043,313,1059,353
match_002,18,0.018,11,player,,58.365,2.382,26.346,94.844,-3.56,885,319,900,358
match_002,19,0.019,1,player,,55.929,30.465,0.0,0.0,-187.676,877,386,898,430
match_002,19,0.019,2,player,,38.673,40.068,1.23,4.427,-124.553,535,423,566,470
